"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1875988862520197410","Sun Jan 05 19:32:55 +0000 2025","0","Penerapan PPN 12% untuk barang dan jasa mewah akan memberikan dampak positif untuk ekonomi Indonesia #PPN12Persen #IndonesiaEmas2045 https://t.co/uiy8qBfH74","1875988870258638942","https://pbs.twimg.com/media/GgjZ4lKbkAARbAR.jpg","luarnalarmu","in","DKI JAKARTA","0","1","0","https://x.com/luarnalarmu/status/1875988870258638942","1482201465066516483","luarnalarmu"
"1875894995858968596","Sun Jan 05 13:19:54 +0000 2025","0","Barang mewah dikenakan pajak PPN sebesar 12% untuk mendukung ekonomi. PPN 12%: Kontribusi Kecil Dampak Besar untuk Kesejahteraan Publik. #PPNBerkeadilan","1875894995858968596","","","in","","0","0","0","https://x.com/lalailalalala/status/1875894995858968596","1818562303438323712","lalailalalala"
"1875894968306594211","Sun Jan 05 13:19:47 +0000 2025","0","Barang mewah dikenakan pajak PPN sebesar 12% untuk mendukung ekonomi. PPN 12%: Kontribusi Kecil Dampak Besar untuk Kesejahteraan Publik. #PPNBerkeadilan","1875894968306594211","","","in","","0","0","0","https://x.com/malika_nalendra/status/1875894968306594211","2375917776","malika_nalendra"
"1875830869103120801","Sun Jan 05 09:05:06 +0000 2025","1","Penerapan PPN 12% untuk barang dan jasa mewah akan memberikan dampak positif untuk ekonomi Indonesia #PPN12Persen #IndonesiaEmas2045 https://t.co/2gjAMBS5vs","1875830875205898421","https://pbs.twimg.com/media/GghKG33bcAA5Lwa.jpg","KochengPosi","in","","0","1","0","https://x.com/KochengPosi/status/1875830875205898421","1579499361599631367","KochengPosi"
"1875830358119530604","Sun Jan 05 09:03:04 +0000 2025","1","Penerapan PPN 12% untuk barang dan jasa mewah akan memberikan dampak positif untuk ekonomi Indonesia #PPN12Persen #IndonesiaEmas2045 https://t.co/y7siuvrHTa","1875830364226420911","https://pbs.twimg.com/media/GghJf06bMAASxTM.jpg","ChristiAgui789","in","","0","1","0","https://x.com/ChristiAgui789/status/1875830364226420911","1579590166536232962","ChristiAgui789"
"1875753691502010734","Sun Jan 05 03:58:24 +0000 2025","0","PPN 12% ngasih dampak positif barang mewah berkontribusi lebih buat pemerataan ekonomi semangat Pro Rakyat yang terus hidup! #PajakBukanUntukSembako https://t.co/aJaRHPqsSi","1875753691502010734","https://pbs.twimg.com/media/GggD979agAAkTnH.jpg","","in","","0","0","0","https://x.com/yansen_awan24/status/1875753691502010734","1688772215515533312","yansen_awan24"
"1875727159647727813","Sun Jan 05 02:12:58 +0000 2025","0","PPN 12% buat barang mewah ngasih dampak positif buat pemerataan ekonomi semangat Pro Rakyat yang konsisten! #PajakBukanUntukSembako https://t.co/NQnSEBOdwT","1875727159647727813","https://pbs.twimg.com/media/Ggfr5PSboAALGrI.jpg","","in","","0","0","0","https://x.com/rudy_goni3/status/1875727159647727813","1696016602746208256","rudy_goni3"
"1875429465041387567","Sat Jan 04 06:30:03 +0000 2025","0","2/ Pemerintah bilang PPN 12% cuma buat barang mewah(?)! Jadi tenang aja kebutuhan sehari-hari kita nggak kena dampak. Tapi tetep ekonomi global masih penuh ketidakpastian. Gimana cara kita sebagai #IDiaspora bisa berkontribusi?","1875429465947336727","","diasporantau","in","Indonesian Abroad","0","1","0","https://x.com/diasporantau/status/1875429465947336727","1869897904284151808","diasporantau"
"1875368321455128794","Sat Jan 04 02:27:05 +0000 2025","2","Penerapan tarif PPN 12 persen untuk barang mewah membawa berbagai dampak. Meskipun pemerintah diakui telah mengakomidir tuntutan banyak pihak kebijakan itu membuat dunia usaha kebingungan. Analis Kebijakan Ekonomi Asosiasi Pengusaha Indonesia (Apindo) Ajib Hamdani menyebutkan https://t.co/DXxhBBbnio","1875368321455128794","https://pbs.twimg.com/media/Ggalil0a8AEr2xD.jpg","","in","Jakarta","1","0","1","https://x.com/jawapos/status/1875368321455128794","2392460208","jawapos"
"1874980356082016686","Fri Jan 03 00:45:26 +0000 2025","0","#live Sdg berlangsung Wwcr dlg dengan topik Menyikapi Dampak Kenaikan PPN 12 Persen brsm Prof. Syahrir Ika-Peneliti Ahli Puast Riset Ekonomi Koporasi adn Ekonomi Kerakyatan Brin oleh Risti Rustarto. Selengkapnya Dengarkan di 88 8FM&amp; RRI Digital. #IMP #PRO3RRI https://t.co/tpFLmH27hx","1874980356082016686","https://pbs.twimg.com/media/GgVEkPmbIAA26do.jpg","","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/RRIPrograma3/status/1874980356082016686","1129936609","RRIPrograma3"
"1874907709478469650","Thu Jan 02 19:56:46 +0000 2025","0","PPN 12 persen pada barang mewah akan memperkuat ekonomi dengan memberi dampak langsung untuk rakyat Pro Rakyat. #KebijakanPajakProRakyat","1874907709478469650","","","in","","0","0","0","https://x.com/firman_agus647/status/1874907709478469650","1832337973037428739","firman_agus647"
"1874902862331101525","Thu Jan 02 19:37:31 +0000 2025","0","Penerapan PPN 12% untuk barang mewah ini memberi dampak positif pada ekonomi rakyat karena bisa digunakan untuk mengurangi kesenjangan ekonomi Pro Rakyat. #KebijakanPajakProRakyat","1874902862331101525","","","in","","0","0","0","https://x.com/rendra_pratamas/status/1874902862331101525","1818939159249350656","rendra_pratamas"
"1874806569646596581","Thu Jan 02 13:14:53 +0000 2025","0","PPN 12 persen pada barang mewah memberikan dampak positif pada ekonomi dan kesejahteraan Pro Rakyat. #KebijakanPajakProRakyat https://t.co/yHpzQ7EpmF","1874806569646596581","https://pbs.twimg.com/media/GgSmoUwawAAxVHf.jpg","","in","","0","0","0","https://x.com/bina_maudah/status/1874806569646596581","1685854570839461893","bina_maudah"
"1874735039705121149","Thu Jan 02 10:28:33 +0000 2025","0","@sceokjiin PPN 12% buat barang mewah ngasih dampak positif buat pemerataan ekonomi semangat Pro Rakyat yang konsisten! #KebijakanPajakProRakyat","1874764713843888193","","sceokjiin","in","","0","0","0","https://x.com/iraa_fujiatii/status/1874764713843888193","1701495856988672000","iraa_fujiatii"
"1874731420754776123","Thu Jan 02 10:23:28 +0000 2025","0","@bbhiww PPN 12% ngasih dampak positif barang mewah berkontribusi lebih buat pemerataan ekonomi semangat Pro Rakyat yang terus hidup! #KebijakanPajakProRakyat","1874763432156885174","","bbhiww","in","","0","0","0","https://x.com/ilova_adrena2/status/1874763432156885174","1684422030870069248","ilova_adrena2"
"1874661707311988809","Thu Jan 02 03:39:15 +0000 2025","0","Pemerintah siapkan stimulus ekonomi suntuk antisipasi dampak kenaikan PPN 12% https://t.co/u7wkZsjrOh","1874661707311988809","https://pbs.twimg.com/media/GgQi4y1bYAEVo-P.jpg","","in","","0","0","0","https://x.com/Cintyax1x/status/1874661707311988809","1382502619801800708","Cintyax1x"
"1874660445673656434","Thu Jan 02 03:34:14 +0000 2025","0","Pemerintah siapkan stimulus ekonomi suntuk antisipasi dampak kenaikan PPN 12% https://t.co/VxQTdkTiDM","1874660445673656434","https://pbs.twimg.com/media/GgQhvZjbkAAA2TL.jpg","","in","","0","0","0","https://x.com/kosimpe/status/1874660445673656434","1534906665228677122","kosimpe"
"1874657072547320189","Thu Jan 02 03:20:50 +0000 2025","0","Pemerintah siapkan stimulus ekonomi untuk antisipasi dampak kenaikan PPN 12% https://t.co/ogJoVJZ7QY","1874657072547320189","https://pbs.twimg.com/media/GgQerFvaEAAfudV.jpg","","in","","0","0","0","https://x.com/perimata879/status/1874657072547320189","1811972137659564033","perimata879"
"1874656346022531359","Thu Jan 02 03:17:56 +0000 2025","0","Pemerintah siapkan stimulus ekonomi untuk antisipasi dampak kenaikan PPN 12% https://t.co/7vUdrBo6Sr","1874656346022531359","https://pbs.twimg.com/media/GgQeAsUb0AA72Gg.jpg","","in","","0","0","0","https://x.com/AlanOnniu/status/1874656346022531359","1844360750170865665","AlanOnniu"
"1874652635250205093","Thu Jan 02 03:03:12 +0000 2025","0","Pemerintah siapkan stimulus ekonomi untuk antisipasi dampak kenaikan PPN 12% https://t.co/1WpqmWzvdS","1874652635250205093","https://pbs.twimg.com/media/GgQaowGWIAAJ-kk.jpg","","in","","0","0","0","https://x.com/FelisaTika/status/1874652635250205093","1565163318536708096","FelisaTika"
"1874493875181773190","Wed Jan 01 16:32:20 +0000 2025","0","Kenaikan PPN 12% adalah kebijakan yang kompleks dengan implikasi beragam pada ekonomi Indonesia. Meskipun ada kebijakan untuk mengurangi dampak negatifnya perubahan ini menghadapi berbagai kritik dan harapan dari masyarakat.","1874493875181773190","","","in","Rantau prapat , sumatera Utara","0","1","0","https://x.com/erysmbln_/status/1874493875181773190","2740841393","erysmbln_"
"1874352679981605023","Wed Jan 01 07:17:06 +0000 2025","0","Tarif PPN 12% ditetapkan dari 2021 lewat diundangkannya UU HPP. Salah satu sebabnya karena besarnya pengeluaran buat mitigasi dampak negatif pandemi ke ekonomi. Waktu itu Pemerintah nambah utang signifikan buat bansos vaksin buffer sosial. Utang kan mesti dibayar ya.","1874354143596601842","","errnyann","in","Japan","0","1","0","https://x.com/errnyann/status/1874354143596601842","152252280","errnyann"
"1874324586785104304","Wed Jan 01 06:08:14 +0000 2025","0","@nyaimom1 Dampak kenaikan PPN menjadi 12% itu adalah langkah tepat ya betul tepat untuk mempercepat menjadi negara dan pemerintahan yang gagal. Tidak ada dampak positif di masyarakat ketika PPN naik ke 11% begitupun dengan kenaikan PPN menjadi 12% akan semakin memperparah ekonomi nasional","1874336815542640728","","nyaimom1","in","Vladovin","0","0","0","https://x.com/_concave/status/1874336815542640728","1603583182146002944","_concave"
